service_item_code_id,service_type_code,service_item_code,service_item_name,service_synthetic_unit,service_calculation_unit,service_start_date,service_end_date,service_kind,service_calcinfo_1,service_calcinfo_2,service_calcinfo_3,service_calcinfo_4,service_calcinfo_5,reserve1,reserve2,reserve3,reserve4,rank,classification_support_limit_flg,synthetic_unit_input_flg
1042,55,1040,Ⅰ型医療院Ⅱⅱ５・夜減,1317,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1043,55,1041,Ⅰ型医療院Ⅲⅰ１,688,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1044,55,1042,Ⅰ型医療院Ⅲⅰ１・夜減,663,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1045,55,1043,Ⅰ型医療院Ⅲⅰ２,796,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1046,55,1044,Ⅰ型医療院Ⅲⅰ２・夜減,771,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1047,55,1045,Ⅰ型医療院Ⅲⅰ３,1029,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1048,55,1046,Ⅰ型医療院Ⅲⅰ３・夜減,1004,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1049,55,1047,Ⅰ型医療院Ⅲⅰ４,1127,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1050,55,1048,Ⅰ型医療院Ⅲⅰ４・夜減,1102,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1051,55,1049,Ⅰ型医療院Ⅲⅰ５,1217,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1052,55,1050,Ⅰ型医療院Ⅲⅰ５・夜減,1192,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1053,55,1051,Ⅰ型医療院Ⅲⅱ１,797,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1054,55,1052,Ⅰ型医療院Ⅲⅱ１・夜減,772,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1055,55,1053,Ⅰ型医療院Ⅲⅱ２,905,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1056,55,1054,Ⅰ型医療院Ⅲⅱ２・夜減,880,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1057,55,1055,Ⅰ型医療院Ⅲⅱ３,1137,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1058,55,1056,Ⅰ型医療院Ⅲⅱ３・夜減,1112,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1059,55,1057,Ⅰ型医療院Ⅲⅱ４,1236,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1060,55,1058,Ⅰ型医療院Ⅲⅱ４・夜減,1211,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1061,55,1059,Ⅰ型医療院Ⅲⅱ５,1326,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1062,55,1060,Ⅰ型医療院Ⅲⅱ５・夜減,1301,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1063,55,1101,Ⅱ型医療院Ⅰⅰ１,669,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1064,55,1102,Ⅱ型医療院Ⅰⅰ１・夜減,644,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1065,55,1103,Ⅱ型医療院Ⅰⅰ２,764,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1066,55,1104,Ⅱ型医療院Ⅰⅰ２・夜減,739,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1067,55,1105,Ⅱ型医療院Ⅰⅰ３,972,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1068,55,1106,Ⅱ型医療院Ⅰⅰ３・夜減,947,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1069,55,1107,Ⅱ型医療院Ⅰⅰ４,1059,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1070,55,1108,Ⅱ型医療院Ⅰⅰ４・夜減,1034,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1071,55,1109,Ⅱ型医療院Ⅰⅰ５,1138,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1072,55,1110,Ⅱ型医療院Ⅰⅰ５・夜減,1113,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1073,55,1111,Ⅱ型医療院Ⅰⅱ１,779,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1074,55,1112,Ⅱ型医療院Ⅰⅱ１・夜減,754,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1075,55,1113,Ⅱ型医療院Ⅰⅱ２,875,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1076,55,1114,Ⅱ型医療院Ⅰⅱ２・夜減,850,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1077,55,1115,Ⅱ型医療院Ⅰⅱ３,1082,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1078,55,1116,Ⅱ型医療院Ⅰⅱ３・夜減,1057,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1079,55,1117,Ⅱ型医療院Ⅰⅱ４,1170,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1080,55,1118,Ⅱ型医療院Ⅰⅱ４・夜減,1145,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1081,55,1119,Ⅱ型医療院Ⅰⅱ５,1249,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1082,55,1120,Ⅱ型医療院Ⅰⅱ５・夜減,1224,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1083,55,1121,Ⅱ型医療院Ⅱⅰ１,653,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1084,55,1122,Ⅱ型医療院Ⅱⅰ１・夜減,628,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1085,55,1123,Ⅱ型医療院Ⅱⅰ２,748,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1086,55,1124,Ⅱ型医療院Ⅱⅰ２・夜減,723,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1087,55,1125,Ⅱ型医療院Ⅱⅰ３,954,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1088,55,1126,Ⅱ型医療院Ⅱⅰ３・夜減,929,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1089,55,1127,Ⅱ型医療院Ⅱⅰ４,1043,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1090,55,1128,Ⅱ型医療院Ⅱⅰ４・夜減,1018,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1091,55,1129,Ⅱ型医療院Ⅱⅰ５,1122,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1092,55,1130,Ⅱ型医療院Ⅱⅰ５・夜減,1097,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1093,55,1131,Ⅱ型医療院Ⅱⅱ１,763,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1094,55,1132,Ⅱ型医療院Ⅱⅱ１・夜減,738,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1095,55,1133,Ⅱ型医療院Ⅱⅱ２,859,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1096,55,1134,Ⅱ型医療院Ⅱⅱ２・夜減,834,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1097,55,1135,Ⅱ型医療院Ⅱⅱ３,1065,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1098,55,1136,Ⅱ型医療院Ⅱⅱ３・夜減,1040,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1099,55,1137,Ⅱ型医療院Ⅱⅱ４,1154,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1100,55,1138,Ⅱ型医療院Ⅱⅱ４・夜減,1129,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1101,55,1139,Ⅱ型医療院Ⅱⅱ５,1233,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1102,55,1140,Ⅱ型医療院Ⅱⅱ５・夜減,1208,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1103,55,1141,Ⅱ型医療院Ⅲⅰ１,642,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1104,55,1142,Ⅱ型医療院Ⅲⅰ１・夜減,617,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1105,55,1143,Ⅱ型医療院Ⅲⅰ２,736,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1106,55,1144,Ⅱ型医療院Ⅲⅰ２・夜減,711,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1107,55,1145,Ⅱ型医療院Ⅲⅰ３,943,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1108,55,1146,Ⅱ型医療院Ⅲⅰ３・夜減,918,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1109,55,1147,Ⅱ型医療院Ⅲⅰ４,1032,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1110,55,1148,Ⅱ型医療院Ⅲⅰ４・夜減,1007,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1111,55,1149,Ⅱ型医療院Ⅲⅰ５,1111,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1112,55,1150,Ⅱ型医療院Ⅲⅰ５・夜減,1086,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1113,55,1151,Ⅱ型医療院Ⅲⅱ１,752,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1114,55,1152,Ⅱ型医療院Ⅲⅱ１・夜減,727,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1115,55,1153,Ⅱ型医療院Ⅲⅱ２,847,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1116,55,1154,Ⅱ型医療院Ⅲⅱ２・夜減,822,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1117,55,1155,Ⅱ型医療院Ⅲⅱ３,1054,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1118,55,1156,Ⅱ型医療院Ⅲⅱ３・夜減,1029,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1119,55,1157,Ⅱ型医療院Ⅲⅱ４,1143,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1120,55,1158,Ⅱ型医療院Ⅲⅱ４・夜減,1118,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1121,55,1159,Ⅱ型医療院Ⅲⅱ５,1222,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1122,55,1160,Ⅱ型医療院Ⅲⅱ５・夜減,1197,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1123,55,1201,Ⅰ型特別医療院ⅰ１,655,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1124,55,1202,Ⅰ型特別医療院ⅰ１・夜減,630,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1125,55,1203,Ⅰ型特別医療院ⅰ２,756,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1126,55,1204,Ⅰ型特別医療院ⅰ２・夜減,731,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1127,55,1205,Ⅰ型特別医療院ⅰ３,979,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1128,55,1206,Ⅰ型特別医療院ⅰ３・夜減,954,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1129,55,1207,Ⅰ型特別医療院ⅰ４,1071,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1130,55,1208,Ⅰ型特別医療院ⅰ４・夜減,1046,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1131,55,1209,Ⅰ型特別医療院ⅰ５,1157,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1132,55,1210,Ⅰ型特別医療院ⅰ５・夜減,1132,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1133,55,1211,Ⅰ型特別医療院ⅱ１,757,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1134,55,1212,Ⅰ型特別医療院ⅱ１・夜減,732,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1135,55,1213,Ⅰ型特別医療院ⅱ２,861,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1136,55,1214,Ⅰ型特別医療院ⅱ２・夜減,836,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1137,55,1215,Ⅰ型特別医療院ⅱ３,1081,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1138,55,1216,Ⅰ型特別医療院ⅱ３・夜減,1056,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1139,55,1217,Ⅰ型特別医療院ⅱ４,1175,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1140,55,1218,Ⅰ型特別医療院ⅱ４・夜減,1150,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1141,55,1219,Ⅰ型特別医療院ⅱ５,1259,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1142,55,1220,Ⅰ型特別医療院ⅱ５・夜減,1234,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1143,55,1221,Ⅱ型特別医療院ⅰ１,608,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1144,55,1222,Ⅱ型特別医療院ⅰ１・夜減,583,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1145,55,1223,Ⅱ型特別医療院ⅰ２,700,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1146,55,1224,Ⅱ型特別医療院ⅰ２・夜減,675,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1147,55,1225,Ⅱ型特別医療院ⅰ３,897,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1148,55,1226,Ⅱ型特別医療院ⅰ３・夜減,872,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1149,55,1227,Ⅱ型特別医療院ⅰ４,982,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1150,55,1228,Ⅱ型特別医療院ⅰ４・夜減,957,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1151,55,1229,Ⅱ型特別医療院ⅰ５,1056,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1152,55,1230,Ⅱ型特別医療院ⅰ５・夜減,1031,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1153,55,1231,Ⅱ型特別医療院ⅱ１,714,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1154,55,1232,Ⅱ型特別医療院ⅱ１・夜減,689,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1155,55,1233,Ⅱ型特別医療院ⅱ２,806,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1156,55,1234,Ⅱ型特別医療院ⅱ２・夜減,781,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1157,55,1235,Ⅱ型特別医療院ⅱ３,1003,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1158,55,1236,Ⅱ型特別医療院ⅱ３・夜減,978,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1159,55,1237,Ⅱ型特別医療院ⅱ４,1086,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1160,55,1238,Ⅱ型特別医療院ⅱ４・夜減,1061,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1161,55,1239,Ⅱ型特別医療院ⅱ５,1161,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1162,55,1240,Ⅱ型特別医療院ⅱ５・夜減,1136,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1163,55,1301,ユ型Ⅰ型医療院Ⅰ１,842,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1164,55,1302,ユ型Ⅰ型医療院Ⅰ１・夜減,817,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1165,55,1303,ユ型Ⅰ型医療院Ⅰ２,951,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1166,55,1304,ユ型Ⅰ型医療院Ⅰ２・夜減,926,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1167,55,1305,ユ型Ⅰ型医療院Ⅰ３,1188,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1168,55,1306,ユ型Ⅰ型医療院Ⅰ３・夜減,1163,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1169,55,1307,ユ型Ⅰ型医療院Ⅰ４,1288,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1170,55,1308,ユ型Ⅰ型医療院Ⅰ４・夜減,1263,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1171,55,1309,ユ型Ⅰ型医療院Ⅰ５,1379,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1172,55,1310,ユ型Ⅰ型医療院Ⅰ５・夜減,1354,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1173,55,1311,経ユ型Ⅰ型医療院Ⅰ１,842,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1174,55,1312,経ユ型Ⅰ型医療院Ⅰ１・夜減,817,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1175,55,1313,経ユ型Ⅰ型医療院Ⅰ２,951,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1176,55,1314,経ユ型Ⅰ型医療院Ⅰ２・夜減,926,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1177,55,1315,経ユ型Ⅰ型医療院Ⅰ３,1188,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1178,55,1316,経ユ型Ⅰ型医療院Ⅰ３・夜減,1163,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1179,55,1317,経ユ型Ⅰ型医療院Ⅰ４,1288,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1180,55,1318,経ユ型Ⅰ型医療院Ⅰ４・夜減,1263,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1181,55,1319,経ユ型Ⅰ型医療院Ⅰ５,1379,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1182,55,1320,経ユ型Ⅰ型医療院Ⅰ５・夜減,1354,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1183,55,1321,ユ型Ⅰ型医療院Ⅱ１,832,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1184,55,1322,ユ型Ⅰ型医療院Ⅱ１・夜減,807,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1185,55,1323,ユ型Ⅰ型医療院Ⅱ２,939,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1186,55,1324,ユ型Ⅰ型医療院Ⅱ２・夜減,914,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1187,55,1325,ユ型Ⅰ型医療院Ⅱ３,1173,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1188,55,1326,ユ型Ⅰ型医療院Ⅱ３・夜減,1148,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1189,55,1327,ユ型Ⅰ型医療院Ⅱ４,1271,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1190,55,1328,ユ型Ⅰ型医療院Ⅱ４・夜減,1246,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1191,55,1329,ユ型Ⅰ型医療院Ⅱ５,1361,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1192,55,1330,ユ型Ⅰ型医療院Ⅱ５・夜減,1336,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1193,55,1331,経ユ型Ⅰ型医療院Ⅱ１,832,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1194,55,1332,経ユ型Ⅰ型医療院Ⅱ１・夜減,807,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1195,55,1333,経ユ型Ⅰ型医療院Ⅱ２,939,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1196,55,1334,経ユ型Ⅰ型医療院Ⅱ２・夜減,914,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1197,55,1335,経ユ型Ⅰ型医療院Ⅱ３,1173,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1198,55,1336,経ユ型Ⅰ型医療院Ⅱ３・夜減,1148,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1199,55,1337,経ユ型Ⅰ型医療院Ⅱ４,1271,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1200,55,1338,経ユ型Ⅰ型医療院Ⅱ４・夜減,1246,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1201,55,1339,経ユ型Ⅰ型医療院Ⅱ５,1361,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1202,55,1340,経ユ型Ⅰ型医療院Ⅱ５・夜減,1336,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1203,55,1341,ユ型Ⅰ型医療院Ⅰ１・未,817,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1204,55,1342,ユ型Ⅰ型医療院Ⅰ１・夜減・未,792,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1205,55,1343,ユ型Ⅰ型医療院Ⅰ２・未,922,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1206,55,1344,ユ型Ⅰ型医療院Ⅰ２・夜減・未,898,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
1207,55,1345,ユ型Ⅰ型医療院Ⅰ３・未,1152,1,2021/04/01,9999/12/01,1,,,,,,,,,,1,1,0
