service_item_code_id,service_type_code,service_item_code,service_item_name,service_synthetic_unit,service_calculation_unit,service_start_date,service_end_date,service_kind,service_calcinfo_1,service_calcinfo_2,service_calcinfo_3,service_calcinfo_4,service_calcinfo_5,reserve1,reserve2,reserve3,reserve4,rank,classification_support_limit_flg,synthetic_unit_input_flg
87,32,9003,認知症共同生活介護Ⅰ１・夜減・欠,519,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
88,32,9011,認知症共同生活介護Ⅰ２・欠,560,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
89,32,9013,認知症共同生活介護Ⅰ２・夜減・欠,543,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
90,32,9021,認知症共同生活介護Ⅰ３・欠,576,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
91,32,9023,認知症共同生活介護Ⅰ３・夜減・欠,559,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
92,32,9031,認知症共同生活介護Ⅰ４・欠,588,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
93,32,9033,認知症共同生活介護Ⅰ４・夜減・欠,571,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
94,32,9041,認知症共同生活介護Ⅰ５・欠,601,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
95,32,9043,認知症共同生活介護Ⅰ５・夜減・欠,582,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
96,32,9101,認知症共同生活介護Ⅱ１・欠,526,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
97,32,9103,認知症共同生活介護Ⅱ１・夜減・欠,510,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
98,32,9111,認知症共同生活介護Ⅱ２・欠,551,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
99,32,9113,認知症共同生活介護Ⅱ２・夜減・欠,534,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
100,32,9121,認知症共同生活介護Ⅱ３・欠,568,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
101,32,9123,認知症共同生活介護Ⅱ３・夜減・欠,551,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
102,32,9131,認知症共同生活介護Ⅱ４・欠,579,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
103,32,9133,認知症共同生活介護Ⅱ４・夜減・欠,561,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
104,32,9141,認知症共同生活介護Ⅱ５・欠,591,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
105,32,9143,認知症共同生活介護Ⅱ５・夜減・欠,573,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
106,76,1111,定期巡回随時Ⅰ１１ ,5697,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
107,32,9999,中間精算,0,1,2021/4/1,9999/12/1,2,,,,,,,,,,9,0,0
108,99,9999,総合計,0,1,2021/4/1,9999/12/1,2,,,,,,,,,,9,0,0
109,37,1121,予認知症共同生活介護Ⅰ２,760,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
110,37,1123,予認知症共同生活介護Ⅰ２・夜減,737,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
111,37,2121,予認知症共同生活介護Ⅱ２,748,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
112,37,2123,予認知症共同生活介護Ⅱ２・夜減,726,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
113,37,6304,予認知症身体拘束廃止未実施減算Ⅰ２,-76,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
114,37,6305,予認知症身体拘束廃止未実施減算Ⅱ２,-75,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
115,37,6110,予認知症対応型３ユニット夜勤職員２人以上の場合の,-50,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
116,37,6161,予認知症対応夜間支援体制加算Ⅰ,50,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
117,37,6171,予認知症対応夜間支援体制加算Ⅱ,25,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
118,37,6109,予認知症対応若年性認知症受入加算,120,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
119,37,6400,予認知症対応型入院時費用,246,6,2021/4/1,9999/12/1,1,,,,,,,,,,3,0,0
120,37,1550,予認知症対応型初期加算,30,1,2021/4/1,9999/12/1,1,,,,,,,,,,3,0,0
121,37,6502,予認知症対応退居時相談援助加算,400,30,2021/4/1,9999/12/1,2,,,,,,,,,,3,0,0
122,37,6133,予認知症対応認知症専門ケア加算Ⅰ,3,1,2021/4/1,9999/12/1,1,,,,,,,,,,3,0,0
123,37,6134,予認知症対応認知症専門ケア加算Ⅱ,4,1,2021/4/1,9999/12/1,1,,,,,,,,,,3,0,0
124,37,4001,予認知症対応型生活機能向上連携加算Ⅰ,100,30,2021/4/1,9999/12/1,2,,,,,,,,,,3,0,0
125,37,4002,予認知症対応型生活機能向上連携加算Ⅱ,200,30,2021/4/1,9999/12/1,2,,,,,,,,,,3,0,0
126,37,6200,予認知症対応型栄養管理体制加算,30,30,2021/4/1,9999/12/1,2,,,,,,,,,,3,0,0
127,37,6122,予認知症対応型口腔衛生管理体制加算,30,30,2021/4/1,9999/12/1,2,,,,,,,,,,3,0,0
128,37,6201,予認知症対応型口腔栄養スクリーニング加算,20,30,2021/4/1,9999/12/1,1,,,,,,,,,,3,0,0
129,37,6361,予認知症対応型科学的介護推進体制加算,40,30,2021/4/1,9999/12/1,2,,,,,,,,,,3,0,0
130,37,6099,予認知対応サービス提供体制加算Ⅰ,22,1,2021/4/1,9999/12/1,1,,,,,,,,,,3,0,0
131,37,6100,予認知対応サービス提供体制加算Ⅱ,18,1,2021/4/1,9999/12/1,1,,,,,,,,,,3,0,0
132,37,6103,予認知対応サービス提供体制加算Ⅲ,6,1,2021/4/1,9999/12/1,1,,,,,,,,,,3,0,0
133,37,6108,予認知症対応型処遇改善加算Ⅰ,0,30,2021/4/1,9999/12/1,2,111,,,,,,,,,4,0,0
134,37,6107,予認知症対応型処遇改善加算Ⅱ,0,30,2021/4/1,9999/12/1,2,81,,,,,,,,,4,0,0
135,37,6104,予認知症対応型処遇改善加算Ⅲ,0,30,2021/4/1,9999/12/1,2,45,,,,,,,,,4,0,0
136,37,6105,予認知症対応型処遇改善加算Ⅳ,0,30,2021/4/1,9999/12/1,2,45,900,,,,,,,,4,0,0
137,37,6106,予認知症対応型処遇改善加算Ⅴ,0,30,2021/4/1,9999/12/1,2,45,800,,,,,,,,4,0,0
138,37,6111,予認知症対応型特定処遇改善加算Ⅰ,0,30,2021/4/1,9999/12/1,2,31,,,,,,,,,4,0,0
139,37,6112,予認知症対応型特定処遇改善加算Ⅱ,0,30,2021/4/1,9999/12/1,2,23,,,,,,,,,4,0,0
140,37,8011,予認知症共同生活介護Ⅰ２・超,532,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
141,37,8013,予認知症共同生活介護Ⅰ２・夜・超 ,516,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
142,37,8111,予認知症共同生活介護Ⅱ２・超,524,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
143,37,8113,予認知症共同生活介護Ⅱ２・夜・超,508,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
144,37,9011,予認知症共同生活介護Ⅰ２・欠,532,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
145,37,9013,予認知症共同生活介護Ⅰ２・夜・欠,516,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
146,37,9111,予認知症共同生活介護Ⅱ２・欠 ,524,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
147,37,9113,予認知症共同生活介護Ⅱ２・夜・欠,508,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
148,33,1111,特定施設生活介護１,538,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
149,33,1121,特定施設生活介護２,604,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
150,33,1131,特定施設生活介護３,674,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
151,33,1141,特定施設生活介護４,738,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
152,33,1151,特定施設生活介護５,807,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
153,33,6304,特定施設身体拘束廃止未実施減算１,-54,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
154,33,6305,特定施設身体拘束廃止未実施減算２,-60,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
155,33,6306,特定施設身体拘束廃止未実施減算３,-67,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
156,33,6307,特定施設身体拘束廃止未実施減算４,-74,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
157,33,6308,特定施設身体拘束廃止未実施減算５,-81,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
158,33,6320,特定施設入居継続支援加算Ⅰ,36,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
159,33,6321,特定施設入居継続支援加算Ⅱ,22,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
160,33,4001,特定施設生活機能向上連携加算Ⅰ,100,30,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
161,33,4002,特定施設生活機能向上連携加算Ⅱ１,200,30,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
162,33,4003,特定施設生活機能向上連携加算Ⅱ２,100,30,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
163,33,6003,特定施設個別機能訓練加算Ⅰ,12,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
164,33,6004,特定施設個別機能訓練加算Ⅱ,20,30,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
165,33,6005,特定施設ＡＤＬ維持等加算Ⅰ,30,30,2021/4/1,9999/12/1,2,,,,,,,,,,1,0,0
166,33,6006,特定施設ＡＤＬ維持等加算Ⅱ,60,30,2021/4/1,9999/12/1,2,,,,,,,,,,1,0,0
167,33,1160,特定施設夜間看護体制加算,10,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
168,33,6109,特定施設若年性認知症受入加算,120,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
169,33,6123,特定施設医療機関連携加算,80,30,2021/4/1,9999/12/1,2,,,,,,,,,,1,0,0
170,33,6122,特定施設口腔衛生管理体制加算,30,30,2021/4/1,9999/12/1,2,,,,,,,,,,1,0,0
171,33,6201,特定施設口腔栄養スクリーニング加算,20,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
172,33,6361,特定施設科学的介護推進体制加算,40,30,2021/4/1,9999/12/1,2,,,,,,,,,,1,0,0
173,33,1201,外部特定施設生活介護,83,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
174,33,6124,特定施設障害者等支援加算,20,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
175,33,1311,外部身体介護１,96,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
176,33,1312,外部身体介護２,193,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
177,33,1313,外部身体介護３,262,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
178,33,1314,外部身体介護４,349,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
179,33,1315,外部身体介護５,436,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
180,33,1316,外部身体介護６,523,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
181,33,1317,外部身体介護７,0,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,1
182,33,1321,外部生活援助１,49,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
183,33,1322,外部生活援助２,96,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
184,33,1323,外部生活援助３,145,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
185,33,1324,外部生活援助４,194,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
186,33,1325,外部生活援助５,219,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
187,33,1326,外部生活援助６,262,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
188,33,1331,外部通院等乗降介助,87,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
189,33,1411,外部訪問入浴介護,1134,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
190,33,1511,外部訪問看護Ⅰ１,282,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
191,33,1517,外部訪問看護Ⅰ１・准看,254,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
192,33,1512,外部訪問看護Ⅰ２,423,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
193,33,1513,外部訪問看護Ⅰ３,739,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
194,33,1514,外部訪問看護Ⅰ４,1013,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
195,33,1515,外部訪問看護Ⅰ５,264,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
196,33,1516,外部訪問看護Ⅰ５・２超,237,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
197,33,1521,外部訪問看護Ⅱ１,239,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
198,33,1525,外部訪問看護Ⅱ１・准看,215,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
199,33,1522,外部訪問看護Ⅱ２,358,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
200,33,1523,外部訪問看護Ⅱ３,516,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
201,33,1524,外部訪問看護Ⅱ４,758,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
202,33,1611,外部訪問リハ１,276,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
203,33,1612,外部訪問リハ２,276,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
204,33,1613,外部訪問リハ３,276,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
205,33,1751,外部通所介護Ⅰ２１・時減,243,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
206,33,1752,外部通所介護Ⅰ２２・時減,278,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
207,33,1753,外部通所介護Ⅰ２３・時減,315,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
208,33,1754,外部通所介護Ⅰ２４・時減,351,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
209,33,1755,外部通所介護Ⅰ２５・時減,387,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
210,33,1761,外部通所介護Ⅰ１１,331,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
211,33,1762,外部通所介護Ⅰ１２,379,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
212,33,1763,外部通所介護Ⅰ１３,429,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
213,33,1764,外部通所介護Ⅰ１４,477,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
214,33,1765,外部通所介護Ⅰ１５,527,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
215,33,1766,外部通所介護Ⅰ２１,347,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
216,33,1767,外部通所介護Ⅰ２２,398,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
217,33,1768,外部通所介護Ⅰ２３,450,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
218,33,1769,外部通所介護Ⅰ２４,501,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
219,33,1793,外部通所介護Ⅰ２５,553,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
220,33,1771,外部通所介護Ⅰ３１,510,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
221,33,1772,外部通所介護Ⅰ３２,603,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
222,33,1773,外部通所介護Ⅰ３３,696,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
223,33,1774,外部通所介護Ⅰ３４,788,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
224,33,1775,外部通所介護Ⅰ３５,881,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
225,33,1776,外部通所介護Ⅰ４１,523,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
